reviewText,summary,unixReviewTime,helpful,unhelpful
"While running a bookstore she inherited from her grandmother, Amy meets Henry, and older man who thinks Amy looks much like his former flame.  Henry introduces Amy to his family, including the handsome, single Jake.  Amy and Jake have instant chemistry, but Amy has a boyfriend.  They agree to be friends, but Amy soon realizes her feelings run deeper.  However, due to a shocking family secret, Amy may never get the chance to have a deeper relationship with Jake.A Secret in the Attic is a charming, cute novella.  The story is a contemporary romance, and the relationship between Amy and Jake is touching and develops beautifully.  It is easy to relate to Amy, a woman stuck in a routine relationship.  The plot twists are exciting and unexpected.  However, I felt that the last third or so of the novella was not as developed as the beginning.  The development between Amy and Jake was detailed, as was the setting.  Once Amy uncovers the family secret, the story felt a bit rushed.  However, I did enjoy the story.  The conclusion was very sweet, and very touching.A Secret in the Attic was a good, quick read.  I would read more by the author, Samantha Jillian Bayarr, in the future.  At this 99 cent price, A Secret in the Attic is a great deal.",Charming contemporary novella,1309564800,4,4
Another delightful real estate story with a good twist and believable characters and story line.  I recommend it as a light read.,For Sale in Palm Springs,1354147200,0,0
"This book tried very hard to maintain a high level of suspense throughout the story, but was often lacking in substance.",Interesting,1373587200,0,0
"As others have noted, this book begins by trying to discourage you from writing an ebook at all. It goes on and on about how nobody makes it as an ebook author. After reading this, who would want to write anything? The second part of the book goes on to show you how difficult it is to format your book for Kindle. Long instructions on HTML. This book is not worth the .99 cents. A far better book is ""How to Format: The Perfect Kindle Book in One Hour"" by Emmanuel Aroms. It shows just how easy it can be to get things done right, using free open source software.",not worth the .99,1367884800,7,7
"Elizabeth Lennox does it again!  Just really enjoy her books, especially those involving babies.  This is a ""read more than once winner.""",Another Lennox Favorite,1399593600,0,0
I didn't read this because it started off on another planet and that isn't my kind of reading... I like the more real read...,The Pirate Prince,1354060800,0,0
"Maybe my expectations were too much knowing it was a short story, but I just did not believe any of this storyline, and could not engross myself in it.",Clunky and short.,1320537600,3,3
"Do not misunderstand me I like Oscar Wilde but to write a novel ala Oscar Wilde is just too much. To be honest with you I did not get through half the book before I had to give up. However, if you like that kind of style by all means buy the book but it is not a book for me.",Too Oscar Wilde-like,1376006400,0,0
Very entertaining relationship between two different species. This a definite must read series for all. The imagination  is awesome. I like the aspect of the bonding between a half breed and a vampire.,Nice.,1369180800,0,0
"The first two books were so good and I couldn't put them down so I bought the third. And was very much let down. The writing while good left much lacking. The book focused on other characters that I was not attached to and the ending seems like it was written to simply halt things. No look into the future or anything simply destroyed the hope for love conquering all things. True love was ripped apart and Zoe ends up settling and working at being happy. In a book such as this one expects grander things,miracles, and wonder to happen. This book was predictable and a letdown. If you are someone who likes to read happy endings and likes closure stop at book 2.I am saddened at the abrupt end to the story and saddened that love was defeated and failed in mortality without a glimpse into the future. I will NOT be reading this book again sadly.",A letdown,1347148800,3,3
